order_id,price,discount_rate,total_amount,notes
ORD0003313,4734.73,28.0,1800.87,선물포장
ORD0003314,5782.88,16.5,14352.15,카드결제
ORD0003315,8305.32,32.9,4710.09,정상주문
ORD0003316,7435.38,10.1,8322.10,정상주문
ORD0003317,6856.50,28.4,14475.07,정상주문
ORD0003318,4492.45,21.4,13298.49,선물포장
ORD0003319,3148.48,49.4,11945.11,정상주문
ORD0003320,1941.23,1.7,6564.48,정상주문
ORD0003321,8061.23,25.9,1005.30,정상주문
ORD0003322,4337.59,31.0,9162.61,카드결제
ORD0003323,2052.63,7.0,12820.56,카드결제
ORD0003324,9352.53,5.2,7196.16,정상주문
ORD0003325,2578.64,23.8,2279.63,빠른배송
ORD0003326,5664.24,39.4,14679.82,배송전연락
ORD0003327,9706.10,45.9,1295.78,선물포장
ORD0003328,3214.70,0.9,7355.83,선물포장
ORD0003329,7025.64,38.0,12756.73,카드결제
ORD0003330,2507.69,16.1,4123.86,카드결제
ORD0003331,3858.33,44.4,12499.99,빠른배송
ORD0003332,3836.50,32.5,1054.13,카드결제
ORD0003333,960.24,30.4,8932.51,선물포장
ORD0003334,7399.94,45.5,14656.74,카드결제
ORD0003335,7607.38,23.3,556.62,정상주문
ORD0003336,1932.45,46.7,14490.19,선물포장
ORD0003337,6744.76,35.7,7847.39,빠른배송
ORD0003338,9449.95,3.2,5812.84,선물포장
ORD0003339,9618.42,49.4,7325.63,빠른배송
ORD0003340,8291.86,35.6,3425.87,정상주문
ORD0003341,9399.20,35.8,6641.75,선물포장
ORD0003342,4782.72,20.4,5053.79,선물포장
ORD0003343,4431.02,27.5,1928.81,카드결제
ORD0003344,4776.45,38.4,14845.10,카드결제
ORD0003345,4451.47,33.9,3243.81,선물포장
ORD0003346,5637.64,4.0,9229.63,카드결제
ORD0003347,2755.04,17.5,3412.44,배송전연락
ORD0003348,667.03,16.9,4387.01,배송전연락
ORD0003349,4535.77,6.2,11806.39,선물포장
ORD0003350,5800.85,6.9,12512.79,정상주문
ORD0003351,1538.21,29.7,9394.10,정상주문
ORD0003352,7643.20,27.1,9920.77,선물포장
ORD0003353,7089.01,21.2,7171.76,배송전연락
ORD0003354,4860.89,8.2,225.73,정상주문
ORD0003355,9730.82,36.4,12967.13,선물포장
ORD0003356,7518.40,22.3,13678.80,정상주문
ORD0003357,9984.43,3.5,6561.45,빠른배송
ORD0003358,6509.21,28.1,4413.03,빠른배송
ORD0003359,2223.72,16.6,10600.18,빠른배송
ORD0003360,2122.80,3.6,6466.12,선물포장
ORD0003361,2808.86,33.9,7861.59,정상주문
ORD0003362,242.20,31.7,2857.01,빠른배송
ORD0003363,9524.39,6.9,14529.52,카드결제
ORD0003364,2074.36,18.7,10300.66,선물포장
ORD0003365,334.45,43.3,8513.81,정상주문
ORD0003366,9329.97,3.0,8850.20,카드결제
ORD0003367,7025.08,5.2,8910.53,카드결제
ORD0003368,8023.70,20.6,360.10,선물포장
ORD0003369,4485.53,16.6,11816.96,정상주문
ORD0003370,8557.50,45.3,8821.07,빠른배송
ORD0003371,1994.02,20.0,9866.02,빠른배송
ORD0003372,5458.18,0.3,4707.32,정상주문
ORD0003373,9860.68,44.1,1428.14,정상주문
ORD0003374,114.50,15.6,2735.69,배송전연락
ORD0003375,5007.95,35.1,865.62,선물포장
ORD0003376,6971.92,14.6,7061.12,빠른배송
ORD0003377,7397.87,12.7,137.26,카드결제
ORD0003378,670.55,23.4,4994.24,카드결제
ORD0003379,9247.82,3.1,13148.78,빠른배송
ORD0003380,5064.41,4.8,2007.46,배송전연락
ORD0003381,1850.90,47.5,14098.01,빠른배송
ORD0003382,9652.72,21.3,11073.04,카드결제
ORD0003383,1090.66,22.3,5773.54,카드결제
ORD0003384,460.13,18.2,13935.35,정상주문
ORD0003385,9285.19,14.7,6008.66,배송전연락
ORD0003386,8236.43,22.6,14462.17,카드결제
ORD0003387,2377.27,36.1,9450.29,카드결제
ORD0003388,3549.20,20.5,9038.52,정상주문
ORD0003389,1872.15,44.6,11402.00,정상주문
ORD0003390,9516.47,24.8,6879.98,선물포장
ORD0003391,7171.61,5.5,5613.89,빠른배송
ORD0003392,1407.71,1.1,6959.06,배송전연락
ORD0003393,4662.43,24.5,8458.12,배송전연락
ORD0003394,5593.51,45.4,4415.72,카드결제
ORD0003395,6952.33,17.2,11230.38,배송전연락
ORD0003396,8043.53,37.8,14831.97,카드결제
ORD0003397,1167.27,14.2,7345.16,배송전연락
ORD0003398,3120.02,44.7,5216.49,정상주문
ORD0003399,6005.00,49.9,10620.49,빠른배송
ORD0003400,4746.08,8.9,13117.35,카드결제
ORD0003401,1825.55,14.2,7689.34,카드결제
ORD0003402,9954.98,4.2,9476.37,배송전연락
ORD0003403,300.06,50.0,9840.13,배송전연락
ORD0003404,2234.93,23.9,2682.24,선물포장
ORD0003405,8373.98,12.4,1508.27,배송전연락
ORD0003406,4750.99,22.5,8855.75,선물포장
ORD0003407,7579.94,20.7,3208.87,배송전연락
ORD0003408,8384.06,29.2,4524.47,정상주문
ORD0003409,9398.38,2.3,3279.79,정상주문
ORD0003410,6926.17,38.8,10450.44,빠른배송
ORD0003411,8450.73,11.1,5313.08,선물포장
ORD0003412,3975.66,34.3,12263.29,빠른배송
ORD0003413,2104.00,19.4,13758.42,카드결제
ORD0003414,3631.24,17.7,12472.11,빠른배송
ORD0003415,9777.90,49.5,4410.13,정상주문
ORD0003416,8297.57,26.3,5875.50,카드결제
ORD0003417,656.62,49.0,11241.20,카드결제
ORD0003418,7259.74,40.3,5648.36,카드결제
ORD0003419,8677.53,40.9,8049.61,배송전연락
ORD0003420,620.49,10.1,13320.53,정상주문
ORD0003421,6738.77,15.2,13458.11,카드결제
ORD0003422,6656.18,43.0,9832.20,카드결제
ORD0003423,6664.65,24.2,12059.83,카드결제
ORD0003424,6054.39,49.3,7990.32,선물포장
ORD0003425,4328.61,18.5,6461.18,빠른배송
ORD0003426,7065.99,32.6,3022.25,카드결제
ORD0003427,3261.43,22.9,7641.90,배송전연락
ORD0003428,6813.36,29.5,10777.41,카드결제
ORD0003429,8317.23,17.2,5248.60,빠른배송
ORD0003430,8084.62,24.1,5735.79,선물포장
ORD0003431,2818.55,26.4,9341.09,배송전연락
ORD0003432,2551.63,39.9,14642.44,카드결제
ORD0003433,8633.08,8.8,10424.45,카드결제
ORD0003434,5830.14,43.8,11826.49,배송전연락
ORD0003435,474.57,38.0,4712.27,선물포장
ORD0003436,2811.28,31.0,520.20,배송전연락
ORD0003437,8372.25,28.2,13296.45,선물포장
ORD0003438,9676.92,3.1,3381.59,카드결제
ORD0003439,7307.34,10.5,671.60,빠른배송
ORD0003440,4974.34,15.6,14267.97,선물포장
ORD0003441,1632.41,0.6,1043.18,카드결제
ORD0003442,8183.27,32.0,2269.24,정상주문
ORD0003443,7335.93,4.6,11622.13,카드결제
ORD0003444,1527.80,47.6,7195.27,정상주문
ORD0003445,5892.59,27.5,541.90,카드결제
ORD0003446,1990.88,18.4,12439.17,선물포장
ORD0003447,6411.11,8.8,14947.74,빠른배송
ORD0003448,2955.61,3.2,11995.69,빠른배송
ORD0003449,5954.67,49.6,11054.73,카드결제
ORD0003450,5068.44,47.6,1049.43,배송전연락
ORD0003451,448.39,15.9,14858.79,빠른배송
ORD0003452,725.53,18.8,11949.25,카드결제
ORD0003453,7128.66,2.8,621.28,정상주문
ORD0003454,4016.34,0.6,3465.67,정상주문
ORD0003455,8711.64,8.4,8365.94,선물포장
ORD0003456,168.14,16.4,14895.56,선물포장
ORD0003457,9824.08,35.1,2398.66,정상주문
ORD0003458,5918.39,47.1,9070.51,빠른배송
ORD0003459,3184.38,3.0,9518.25,선물포장
ORD0003460,1645.26,35.5,7828.31,배송전연락
ORD0003461,9346.73,27.6,5724.49,정상주문
ORD0003462,2341.35,29.4,6608.64,배송전연락
ORD0003463,6267.19,15.1,10608.60,정상주문
ORD0003464,8336.15,28.0,6912.36,선물포장
ORD0003465,9182.76,28.0,11587.59,선물포장
ORD0003466,9414.85,46.4,5375.99,빠른배송
ORD0003467,4639.66,7.7,5871.84,빠른배송
ORD0003468,244.74,15.4,1970.51,선물포장
ORD0003469,6329.41,47.3,8533.84,빠른배송
ORD0003470,5855.42,1.2,2440.87,빠른배송
ORD0003471,4102.68,11.7,6321.02,정상주문
ORD0003472,6747.19,13.7,5502.46,정상주문
ORD0003473,6383.62,33.4,7612.21,정상주문
ORD0003474,3746.66,20.3,8426.03,빠른배송
ORD0003475,3460.19,29.2,13808.30,선물포장
ORD0003476,4398.64,29.1,5469.62,빠른배송
ORD0003477,7925.16,16.8,353.60,배송전연락
ORD0003478,7000.57,32.1,8971.20,선물포장
ORD0003479,2534.43,36.9,510.16,선물포장
ORD0003480,8157.06,38.8,4307.68,정상주문
ORD0003481,3486.73,35.6,11208.30,빠른배송
ORD0003482,3226.45,18.4,7765.03,정상주문
ORD0003483,2072.12,6.9,8322.08,정상주문
ORD0003484,1487.19,32.4,11215.62,배송전연락
ORD0003485,5816.65,23.9,12546.93,카드결제
ORD0003486,5840.13,48.7,9535.87,정상주문
ORD0003487,4125.30,45.8,8168.47,선물포장
ORD0003488,9951.65,17.9,3837.79,선물포장
ORD0003489,6588.92,27.5,8388.41,빠른배송
ORD0003490,6464.12,16.5,9907.21,배송전연락
ORD0003491,642.22,15.9,712.79,선물포장
ORD0003492,8287.58,5.7,2772.31,배송전연락
ORD0003493,8408.55,43.1,11236.20,배송전연락
ORD0003494,6370.45,29.7,14396.47,정상주문
ORD0003495,2295.90,4.7,11933.67,배송전연락
ORD0003496,7948.66,35.8,3000.05,빠른배송
ORD0003497,8526.29,26.0,6523.70,배송전연락
ORD0003498,6457.23,22.5,4362.10,선물포장
ORD0003499,3100.00,11.1,10037.34,카드결제
ORD0003500,366.35,38.1,5621.69,카드결제
ORD0003501,8006.90,20.6,13732.87,선물포장
ORD0003502,290.23,24.8,524.94,선물포장
ORD0003503,1120.52,35.0,4376.48,배송전연락
ORD0003504,3108.63,19.4,13894.92,선물포장
ORD0003505,7846.91,38.5,11883.32,빠른배송
ORD0003506,2624.17,45.2,9326.47,카드결제
ORD0003507,3530.53,47.6,14799.15,선물포장
ORD0003508,2282.91,15.3,7600.59,카드결제
ORD0003509,7428.10,47.1,1567.07,빠른배송
ORD0003510,3957.66,37.7,7743.17,선물포장
ORD0003511,4841.70,27.5,395.75,정상주문
ORD0003512,8066.67,15.8,1595.94,선물포장
ORD0003513,6081.98,40.5,4327.72,배송전연락
ORD0003514,4665.52,38.2,11669.91,배송전연락
ORD0003515,4502.92,28.4,13445.50,정상주문
ORD0003516,9915.64,3.2,9526.29,선물포장
ORD0003517,9446.69,41.9,4840.04,선물포장
ORD0003518,1810.40,17.7,3729.45,배송전연락
ORD0003519,4819.77,31.3,2045.07,카드결제
ORD0003520,4790.58,44.8,809.22,카드결제
ORD0003521,775.40,2.5,13784.01,배송전연락
ORD0003522,120.31,23.8,6010.82,정상주문
ORD0003523,987.04,19.9,10837.66,선물포장
ORD0003524,1969.28,16.5,5063.56,빠른배송
ORD0003525,7643.47,3.8,6594.02,배송전연락
ORD0003526,9739.34,42.1,9562.16,카드결제
ORD0003527,3033.65,26.5,7046.27,선물포장
ORD0003528,7564.15,5.7,14035.54,빠른배송
ORD0003529,988.80,38.1,14767.31,정상주문
ORD0003530,2182.14,49.0,3759.63,카드결제
ORD0003531,4131.49,4.6,384.34,빠른배송
ORD0003532,9404.18,49.6,1061.50,배송전연락
ORD0003533,2676.49,8.6,6429.51,카드결제
ORD0003534,2288.84,20.9,6114.68,선물포장
ORD0003535,4074.40,4.5,10478.10,선물포장
ORD0003536,2139.25,24.8,4456.03,선물포장
ORD0003537,3184.82,49.5,6714.31,정상주문
ORD0003538,4802.64,10.3,10209.67,선물포장
ORD0003539,2691.77,40.3,2946.08,정상주문
ORD0003540,6716.95,3.1,12250.50,빠른배송
ORD0003541,4227.51,22.6,14889.08,배송전연락
ORD0003542,2014.78,31.3,13434.16,선물포장
ORD0003543,4810.28,30.8,2913.34,정상주문
ORD0003544,704.51,34.3,6884.19,카드결제
ORD0003545,2024.95,33.6,5988.48,빠른배송
ORD0003546,6799.68,15.4,13515.95,정상주문
ORD0003547,2359.24,45.2,8682.76,선물포장
ORD0003548,5233.09,26.0,11893.00,선물포장
ORD0003549,713.65,23.1,3954.16,정상주문
ORD0003550,9378.85,24.1,3492.02,정상주문
ORD0003551,183.16,7.2,6434.27,선물포장
ORD0003552,7443.24,2.9,10206.62,배송전연락
ORD0003553,3939.24,28.2,1783.46,빠른배송
ORD0003554,6036.05,0.9,11941.75,정상주문
ORD0003555,412.05,28.0,6869.89,배송전연락
ORD0003556,1014.34,7.1,10558.53,빠른배송
ORD0003557,2892.84,21.9,4560.27,선물포장
ORD0003558,9305.66,14.4,9727.55,정상주문
ORD0003559,615.54,32.3,11302.98,선물포장
ORD0003560,9291.77,49.6,7021.89,배송전연락
ORD0003561,7943.53,48.7,3024.06,카드결제
ORD0003562,4799.81,17.9,2186.42,정상주문
ORD0003563,6531.88,22.5,8803.64,정상주문
ORD0003564,1647.07,34.7,2427.06,정상주문
ORD0003565,2799.75,31.4,14071.72,정상주문
ORD0003566,7403.50,0.4,4525.82,정상주문
ORD0003567,4276.37,14.8,4879.63,선물포장
ORD0003568,9286.67,49.4,1107.90,정상주문
ORD0003569,9010.66,49.6,781.72,선물포장
ORD0003570,8094.35,48.3,8287.16,카드결제
ORD0003571,1550.34,42.1,5591.77,선물포장
ORD0003572,2290.97,23.3,5367.78,정상주문
ORD0003573,1770.79,12.4,11813.73,빠른배송
ORD0003574,8364.34,49.8,11935.51,선물포장
ORD0003575,8847.77,17.9,2363.29,정상주문
ORD0003576,5464.76,30.4,5250.36,정상주문
ORD0003577,1360.08,39.7,11759.14,카드결제
ORD0003578,2048.64,4.5,5404.73,정상주문
ORD0003579,1919.08,32.3,11345.83,배송전연락
ORD0003580,598.36,28.7,7930.21,배송전연락
ORD0003581,1076.88,31.3,12975.05,카드결제
ORD0003582,4010.62,48.1,7110.32,배송전연락
ORD0003583,195.12,44.9,12656.29,배송전연락
ORD0003584,9548.51,38.5,12184.89,빠른배송
ORD0003585,1919.13,34.4,5477.40,카드결제
ORD0003586,4343.24,1.0,2603.01,선물포장
ORD0003587,9352.49,47.7,4623.92,빠른배송
ORD0003588,8533.90,19.5,11468.94,정상주문
ORD0003589,460.23,23.7,6753.85,카드결제
ORD0003590,9218.29,13.0,3433.47,배송전연락
ORD0003591,908.47,1.0,429.27,빠른배송
ORD0003592,2957.97,0.4,3301.47,선물포장
ORD0003593,8867.00,36.3,7592.16,빠른배송
ORD0003594,662.64,38.6,7681.91,배송전연락
ORD0003595,3801.06,48.7,14590.88,카드결제
ORD0003596,9462.98,31.6,12249.69,정상주문
ORD0003597,5112.99,9.0,12802.86,배송전연락
ORD0003598,7846.46,10.9,10102.50,선물포장
ORD0003599,7007.44,17.6,10197.37,배송전연락
ORD0003600,9652.16,MEMBER_ONLY,13593.89,선물포장
ORD0003601,308.59,14.0,12868.96,정상주문
ORD0003602,5857.10,12.2,6029.83,카드결제
ORD0003603,797.05,43.0,7410.16,정상주문
ORD0003604,5038.91,5.5,2078.73,빠른배송
ORD0003605,9485.84,30.4,14810.88,배송전연락
ORD0003606,5036.40,33.0,11945.70,배송전연락
ORD0003607,4645.35,36.9,13751.55,빠른배송
ORD0003608,4019.73,26.2,8445.28,배송전연락
ORD0003609,2029.11,33.4,11525.09,카드결제
ORD0003610,1316.93,40.7,14527.42,카드결제
ORD0003611,5201.40,36.9,6904.39,빠른배송
ORD0003612,500.80,12.0,6414.43,빠른배송
ORD0003613,8868.66,19.1,1348.98,정상주문
ORD0003614,6573.97,43.8,11648.22,카드결제
ORD0003615,4953.86,46.9,1541.59,정상주문
ORD0003616,3278.89,7.6,12069.19,카드결제
ORD0003617,4845.42,26.8,5351.98,정상주문
ORD0003618,5036.71,9.9,6449.74,배송전연락
ORD0003619,8536.07,46.5,10653.99,카드결제
ORD0003620,6535.80,24.3,5412.30,선물포장
ORD0003621,1054.91,44.4,11038.61,선물포장
ORD0003622,8582.35,41.6,13034.40,선물포장
ORD0003623,5265.15,17.7,5084.15,카드결제
ORD0003624,9208.42,39.7,3725.16,빠른배송
ORD0003625,6719.68,14.0,13323.53,정상주문
ORD0003626,4600.21,12.6,4537.52,선물포장
ORD0003627,5023.51,25.3,10725.30,선물포장
ORD0003628,1361.81,3.1,5182.58,선물포장
ORD0003629,4121.38,49.4,8724.19,배송전연락
ORD0003630,5515.07,29.6,6485.70,선물포장
ORD0003631,8949.12,35.8,6499.89,카드결제
ORD0003632,2306.41,32.1,383.62,빠른배송
ORD0003633,2522.50,21.9,2618.67,빠른배송
ORD0003634,9025.15,15.1,11407.44,빠른배송
ORD0003635,309.49,26.9,13609.20,빠른배송
ORD0003636,9045.85,5.6,1598.91,빠른배송
ORD0003637,6734.27,15.5,11128.63,선물포장
ORD0003638,1824.12,29.3,3473.24,선물포장
ORD0003639,486.72,4.6,9022.40,선물포장
ORD0003640,2964.88,9.1,1606.92,빠른배송
ORD0003641,4710.40,3.8,7403.52,빠른배송
ORD0003642,5617.79,40.0,14953.61,선물포장
ORD0003643,9650.73,39.1,2194.88,선물포장
ORD0003644,5854.66,38.8,10015.07,정상주문
ORD0003645,1686.12,45.0,11387.42,빠른배송
ORD0003646,745.43,0.0,9291.18,정상주문
ORD0003647,9180.77,27.5,838.01,빠른배송
ORD0003648,369.77,24.4,507.93,카드결제
ORD0003649,2861.66,22.5,10230.12,배송전연락
ORD0003650,833.71,32.3,128.22,선물포장
ORD0003651,3769.51,22.8,1946.70,정상주문
ORD0003652,5445.75,11.5,11662.86,빠른배송
ORD0003653,5292.47,14.8,8828.60,카드결제
ORD0003654,1031.28,30.1,9928.35,카드결제
ORD0003655,4062.34,24.6,794.42,배송전연락
ORD0003656,4414.66,13.2,4816.20,빠른배송
ORD0003657,6635.00,17.1,647.82,카드결제
ORD0003658,7295.23,10.7,10486.46,빠른배송
ORD0003659,7048.29,30.9,5382.70,선물포장
ORD0003660,4741.12,49.8,6752.93,선물포장
ORD0003661,5479.30,32.6,6199.37,정상주문
ORD0003662,1480.57,0.6,10798.92,빠른배송
ORD0003663,4776.81,30.3,5133.03,빠른배송
ORD0003664,1217.54,7.8,2425.34,선물포장
ORD0003665,5012.42,48.7,11512.90,선물포장
ORD0003666,3123.66,30.7,11172.82,배송전연락
ORD0003667,1549.85,40.8,2111.13,배송전연락
ORD0003668,4033.20,5.1,10406.40,배송전연락
ORD0003669,4662.83,18.6,12427.28,정상주문
ORD0003670,6766.49,11.0,1984.77,선물포장
ORD0003671,7286.53,23.1,3123.94,선물포장
ORD0003672,849.23,14.0,8232.59,선물포장
ORD0003673,7985.72,7.6,6265.48,카드결제
ORD0003674,9173.09,5.4,3989.92,선물포장
ORD0003675,4164.43,14.6,13971.75,배송전연락
ORD0003676,5083.99,15.1,10583.67,선물포장
ORD0003677,7172.84,4.7,6156.25,선물포장
ORD0003678,9905.88,14.0,11806.81,선물포장
ORD0003679,4139.65,0.3,7336.42,카드결제
ORD0003680,6636.18,42.6,12374.98,카드결제
ORD0003681,8352.96,8.4,14313.84,빠른배송
ORD0003682,5865.25,3.2,12207.81,정상주문
ORD0003683,1300.08,29.0,10822.69,정상주문
ORD0003684,3633.11,48.4,3019.81,선물포장
ORD0003685,1821.60,10.6,7504.20,정상주문
ORD0003686,5767.25,42.3,13665.70,빠른배송
ORD0003687,1107.01,18.8,14330.75,선물포장
ORD0003688,6467.22,14.5,12894.54,정상주문
ORD0003689,9832.62,43.9,9504.93,카드결제
ORD0003690,4780.80,13.6,9679.38,선물포장
ORD0003691,5452.20,16.8,14489.75,빠른배송
ORD0003692,887.89,10.2,4239.05,정상주문
ORD0003693,9181.87,19.1,12647.10,선물포장
ORD0003694,1269.37,43.9,14129.67,빠른배송
ORD0003695,820.16,6.1,8068.33,선물포장
ORD0003696,4463.53,9.3,1179.41,빠른배송
ORD0003697,8809.81,0.5,5966.55,빠른배송
ORD0003698,3194.81,16.8,8583.51,빠른배송
ORD0003699,3827.98,34.8,7008.33,선물포장
ORD0003700,6182.73,46.0,7591.82,선물포장
ORD0003701,3245.95,47.6,1589.23,선물포장
ORD0003702,103.05,49.8,1444.81,정상주문
ORD0003703,8056.51,28.4,6130.23,정상주문
ORD0003704,968.59,0.7,13202.75,빠른배송
ORD0003705,6612.46,18.2,8476.33,빠른배송
ORD0003706,637.03,31.9,8745.52,배송전연락
ORD0003707,2344.42,23.8,12525.91,빠른배송
ORD0003708,3156.98,34.0,10813.87,배송전연락
ORD0003709,7859.79,14.9,2430.86,카드결제
ORD0003710,8507.14,1.9,7488.65,카드결제
ORD0003711,940.44,14.8,12308.63,빠른배송
ORD0003712,850.01,16.9,607.97,카드결제
ORD0003713,9614.08,46.0,7053.04,선물포장
ORD0003714,3684.13,15.5,5268.70,선물포장
ORD0003715,8612.72,20.4,9495.02,빠른배송
ORD0003716,513.36,7.9,9245.76,선물포장
ORD0003717,3492.28,29.3,11117.04,배송전연락
ORD0003718,7239.87,10.6,7384.07,배송전연락
ORD0003719,9031.20,11.0,14545.59,빠른배송
ORD0003720,1194.16,13.5,8617.61,정상주문
ORD0003721,9866.98,34.4,8104.77,카드결제
ORD0003722,7652.08,0.9,4998.70,선물포장
ORD0003723,3129.91,5.5,9009.92,선물포장
ORD0003724,2601.43,5.7,14519.73,정상주문
ORD0003725,7098.26,23.0,10874.83,빠른배송
ORD0003726,2478.52,6.9,3438.41,선물포장
ORD0003727,9822.16,42.4,7989.08,빠른배송
ORD0003728,8054.98,35.2,830.43,배송전연락
ORD0003729,3767.60,34.1,14469.90,선물포장
ORD0003730,364.91,25.7,14500.97,배송전연락
ORD0003731,5921.28,25.1,11308.41,정상주문
ORD0003732,1992.26,45.1,4212.82,정상주문
ORD0003733,7722.37,34.6,12384.96,카드결제
ORD0003734,2466.93,44.9,4593.13,선물포장
ORD0003735,9421.17,38.3,11356.37,선물포장
ORD0003736,7419.88,38.9,7868.01,빠른배송
ORD0003737,9815.62,20.0,5044.00,정상주문
ORD0003738,3385.43,18.6,7925.90,선물포장
ORD0003739,2070.49,27.5,3796.78,카드결제
ORD0003740,2252.25,44.0,13168.91,정상주문
ORD0003741,4037.60,35.1,13403.13,카드결제
ORD0003742,8571.91,1.9,7373.92,빠른배송
ORD0003743,2607.96,47.6,9790.53,빠른배송
ORD0003744,6287.42,44.9,11457.90,카드결제
ORD0003745,4641.11,30.3,5448.78,선물포장
ORD0003746,1464.72,4.9,10803.01,빠른배송
ORD0003747,1720.97,16.3,2440.34,카드결제
ORD0003748,1555.04,44.4,11155.15,선물포장
ORD0003749,4700.18,6.2,4896.23,선물포장
ORD0003750,122.94,24.2,12841.76,정상주문
ORD0003751,3827.46,42.3,214.23,빠른배송
ORD0003752,7283.78,45.1,12360.84,카드결제
ORD0003753,6002.06,44.1,3713.16,빠른배송
ORD0003754,7909.58,8.6,9391.76,카드결제
ORD0003755,6891.43,26.5,3303.70,빠른배송
ORD0003756,6325.36,30.4,7929.37,빠른배송
ORD0003757,1346.40,33.7,12509.41,정상주문
ORD0003758,2045.81,46.4,7655.11,정상주문
ORD0003759,3319.35,46.8,11150.93,카드결제
ORD0003760,9235.17,3.1,14030.47,정상주문
ORD0003761,2016.40,6.3,10478.58,배송전연락
ORD0003762,755.22,31.8,4743.42,선물포장
ORD0003763,3365.09,30.0,1181.70,카드결제
ORD0003764,9986.53,15.5,10345.02,정상주문
ORD0003765,7045.49,39.6,9900.15,배송전연락
ORD0003766,6693.02,48.3,11578.41,선물포장
ORD0003767,8536.73,43.3,8853.61,선물포장
ORD0003768,2513.48,18.0,6091.33,빠른배송
ORD0003769,8428.67,34.6,7478.62,카드결제
ORD0003770,9787.94,20.9,12448.34,정상주문
ORD0003771,3127.50,23.5,8346.81,빠른배송
ORD0003772,6867.29,47.7,761.19,카드결제
ORD0003773,2130.12,18.6,4858.77,카드결제
ORD0003774,5995.32,26.8,4386.59,배송전연락
ORD0003775,4018.78,16.3,6398.79,배송전연락
ORD0003776,6218.13,46.9,3006.56,배송전연락
ORD0003777,4784.49,41.2,10636.49,카드결제
ORD0003778,3466.19,5.0,13469.62,선물포장
ORD0003779,1653.36,45.7,3842.82,카드결제
ORD0003780,836.39,5.1,9797.41,선물포장
ORD0003781,362.66,6.1,4793.47,선물포장
ORD0003782,9805.37,40.7,2455.09,카드결제
ORD0003783,2269.43,18.3,4332.77,선물포장
ORD0003784,2565.88,25.0,4024.77,빠른배송
ORD0003785,4120.88,31.9,205.91,선물포장
ORD0003786,1614.20,38.1,3621.84,빠른배송
ORD0003787,2733.69,35.4,8969.81,정상주문
ORD0003788,3168.84,26.5,2313.93,카드결제
ORD0003789,7423.78,28.9,865.84,배송전연락
ORD0003790,4611.37,2.0,8709.41,선물포장
ORD0003791,1007.31,36.8,13424.67,정상주문
ORD0003792,4922.44,13.6,9841.19,정상주문
ORD0003793,7001.28,47.9,7895.99,카드결제
ORD0003794,344.17,44.7,12965.99,카드결제
ORD0003795,1430.79,33.1,13591.74,카드결제
ORD0003796,393.94,32.3,14387.27,빠른배송
ORD0003797,2030.53,38.4,2123.81,빠른배송
ORD0003798,1839.16,8.6,3693.44,선물포장
ORD0003799,9953.93,13.6,8774.94,카드결제
ORD0003800,4327.94,40.6,10953.20,정상주문
ORD0003801,5006.27,36.6,10330.50,선물포장
ORD0003802,2603.94,46.2,13119.24,카드결제
ORD0003803,9447.02,29.1,10532.25,선물포장
ORD0003804,3554.93,46.4,13805.50,빠른배송
ORD0003805,8797.05,21.8,13704.62,정상주문
ORD0003806,3386.47,13.3,13202.68,선물포장
ORD0003807,618.14,30.3,4995.56,선물포장
ORD0003808,8158.00,42.9,3386.47,빠른배송
ORD0003809,1109.18,48.6,6589.14,카드결제
ORD0003810,3020.20,24.1,11565.76,정상주문
ORD0003811,5026.84,15.9,4994.80,카드결제
ORD0003812,4012.81,43.1,11458.44,빠른배송
ORD0003813,4225.77,31.8,4147.89,정상주문
ORD0003814,5469.87,17.2,6478.31,선물포장
ORD0003815,8083.96,27.2,3175.91,정상주문
ORD0003816,8953.72,45.3,13298.92,배송전연락
ORD0003817,6474.46,10.2,5122.34,빠른배송
ORD0003818,7395.83,18.6,12610.95,빠른배송
ORD0003819,9412.62,36.1,6885.67,카드결제
ORD0003820,5000.41,41.1,11793.07,선물포장
ORD0003821,665.12,46.7,14903.10,카드결제
ORD0003822,2104.93,30.1,7299.49,선물포장
ORD0003823,1624.37,44.7,12350.15,빠른배송
ORD0003824,4603.61,15.6,6655.11,정상주문
ORD0003825,9516.31,3.4,279.95,정상주문
ORD0003826,4138.34,42.1,7444.01,카드결제
ORD0003827,8779.41,47.6,7173.75,정상주문
ORD0003828,3149.15,0.7,6281.48,선물포장
ORD0003829,9410.39,0.3,10158.56,배송전연락
ORD0003830,102.64,5.2,7494.10,카드결제
ORD0003831,9975.54,22.0,14633.37,선물포장
ORD0003832,7396.86,19.8,13721.96,카드결제
ORD0003833,9181.88,44.1,855.55,선물포장
ORD0003834,3364.62,13.4,5428.07,빠른배송
ORD0003835,1910.54,8.9,1155.25,정상주문
ORD0003836,6886.65,34.5,13833.61,카드결제
ORD0003837,8767.91,13.7,12994.13,카드결제
ORD0003838,3502.94,2.4,13385.49,배송전연락
ORD0003839,8741.59,34.6,11474.37,선물포장
ORD0003840,8536.03,18.2,11391.71,카드결제
ORD0003841,3161.72,48.6,1727.34,선물포장
ORD0003842,8785.22,38.8,11474.64,카드결제
ORD0003843,143.50,34.8,1735.45,빠른배송
ORD0003844,4553.55,47.2,14030.47,선물포장
ORD0003845,304.96,18.4,6966.32,카드결제
ORD0003846,4739.21,47.2,4346.96,빠른배송
