inputs,outputs
0.3608,-0.128835966
0.5914,0.049198022
0.6956,0.013651834
0.676,-0.054023328
0.58,-0.108140488
0.8709,0.475951666
0.1979,0.117426505
0.0987,-0.132377672
0.5171,-0.11178624
0.5074,-0.012511332
0.6298,-0.059429586
0.673,0.111202067
0.1957,-0.029215883
0.0414,0.170558286
0.4109,-0.124461722
0.1467,0.096607682
0.8932,0.425834554
0.7377,0.17465057
0.7152,-0.089078312
0.2963,-0.008786424
0.0184,0.037563671
0.0715,0.013850522
0.7717,0.054191355
0.542,0.183408121
0.465,-0.024120887
0.2164,0.027649971
0.588,0.045642088
0.6707,0.029629858
0.6108,0.142923025
0.0386,-0.10901611
0.9463,0.521819548
0.4179,-0.058398385
0.2058,0.010045613
0.0192,0.071911315
0.3596,-0.129033634
0.4592,-0.053940277
0.7106,0.135652146
0.5636,0.06264571
0.2534,-0.057675276
0.9821,0.635873941
0.2765,0.041344055
0.7451,0.125007035
0.9646,0.598851116
0.4875,0.161719865
0.7453,0.138039671
0.8882,0.252036849
0.0862,-0.172443834
0.7049,0.047889921
0.6579,0.081662405
0.2757,-0.00650437
0.8509,0.353139608
0.2128,0.160362035
0.1018,0.035030609
0.0406,-0.082093709
0.3913,-0.092253666
0.7311,0.054485029
0.8227,0.357463393
0.9054,0.31590793
0.3724,0.008491255
0.9166,0.419416515
0.8955,0.338253171
0.6201,-0.088550866
0.9608,0.541040215
0.7668,0.363842982
0.0072,0.079063371
0.2728,-0.136596178
0.2258,-0.236992593
0.0428,0.160913126
0.617,0.144396423
0.7642,0.230159624
0.1382,-0.110539015
0.6479,0.260630328
0.7912,0.057910844
0.7368,0.212500619
0.8838,0.442438183
0.2919,0.080672262
0.7652,0.238222106
0.5217,-0.079124353
0.8571,0.349222855
0.5793,-0.139946857
0.8061,0.297979351
0.8154,0.422121877
0.1373,-0.153009612
0.3743,-0.229249599
0.5016,-0.02217685
0.6768,0.13325642
0.7762,0.23384916
0.9764,0.488970203
0.0115,0.029260373
0.8826,0.231251508
0.5508,-0.058004808
0.8285,0.304153164
0.0062,0.015646073
0.466,0.045696165
0.3042,-0.209883778
0.2947,-0.10611684
0.4041,-0.12595806
0.7639,0.151723653
0.1892,-0.179337826
0.3558,-0.128393306
0.7332,0.151605657
0.4763,0.020004642
0.3134,-0.031493761
0.0198,0.050240119
0.0032,-0.113100312
0.1779,0.113712171
0.4258,-0.200566257
0.8635,0.495402104
0.8384,0.240638465
0.3552,0.096059616
0.8925,0.522201011
0.2317,-0.149286798
0.8078,0.15064322
0.5392,-0.135852337
0.5374,-0.047684723
0.1946,-0.085004873
0.3328,-0.128969428
0.5263,0.038297565
0.7416,0.162983255
0.2185,0.010255504
0.1655,-0.095882488
0.4567,0.030678998
0.6857,0.112838672
0.4982,-0.101293242
0.0735,-0.222230378
0.5684,-0.153572808
0.9077,0.620426802
0.0635,-0.007058238
0.0647,-0.103135442
0.238,-0.026169739
0.7437,0.088132681
0.0893,0.009500528
0.9196,0.498253779
0.6188,0.191616858
0.561,0.067480325
0.286,0.228327238
0.2602,0.019854016
0.4466,-0.147816081
0.135,-0.219258718
0.6855,0.163717265
0.2614,-0.032539412
0.5106,-0.032843784
0.5144,-0.007251011
0.7678,0.146422165
0.5932,0.094349016
0.7998,0.262734273
0.1415,-0.011332984
0.1826,-0.059708413
0.145,0.027629988
0.9722,0.349698318
0.5666,0.094462012
0.8809,0.391877643
0.9742,0.572546991
0.9031,0.458380156
0.9601,0.576742868
0.4607,-0.086922667
0.0597,-0.04776854
0.3511,0.047396964
0.7161,0.052904331
0.3003,-0.165534452
0.3542,-0.236116404
0.6374,0.161729577
0.6697,-0.06971733
0.6059,-0.148859015
0.2844,0.038293102
0.2564,0.112288297
0.8547,0.389909284
0.7651,0.082037255
0.9015,0.43758154
0.8831,0.255675743
0.3517,-0.030162321
0.4172,0.030415447
0.7715,0.170833092
0.6549,0.043880814
0.3218,-0.131210209
0.5757,-0.037856166
0.1425,-0.034996125
0.9583,0.507918573
0.0319,0.157130254
0.2458,-0.038178978
0.5673,0.092836043
0.8754,0.403165587
0.1725,-0.042136905
0.3667,0.091121676
0.8087,0.080879072
0.223,0.120663334
0.4152,0.044055719
0.6535,0.088538372
0.6091,0.313193492
0.7046,0.091021736
0.8885,0.433605188
0.6734,0.037948296
0.3722,-0.058558901
0.0049,-0.079440119
0.7282,0.114581762
0.6906,0.135065179
0.1881,-0.129339628
0.9493,0.483205101
0.9658,0.602700583
0.472,0.023049649
0.4327,-0.184633424
0.4976,-0.010694974
0.6806,0.1344668
0.0858,-0.025340134
0.0518,-0.160196761
0.3613,0.065332029
0.2939,-0.077963145
0.3959,-0.054908831
0.0476,-0.111976577
0.5602,0.172312201
0.4316,0.005363656
0.2606,-0.145253449
0.373,-0.074756279
0.4751,-0.145884004
0.7862,0.072355236
0.4088,-0.138726739
0.5796,-0.040365467
0.6413,0.061256213
0.6832,0.152532971
0.6937,0.161141912
0.6785,0.31141981
0.649,-0.099124568
0.775,0.157800631
0.8349,0.21355972
0.8614,0.405276337
0.2722,-0.128285834
0.3452,-0.02845555
0.364,0.041373471
0.5661,0.069721472
0.0652,0.062570069
0.9267,0.45684342
0.5157,-0.060949896
0.7578,0.312523323
0.3007,-0.263274188
0.3905,-0.017767602
0.77,0.150880163
0.1279,0.22561062
0.4531,0.042827318
0.4813,-0.044818388
0.0338,-0.123170501
0.2669,-0.064337863
0.2898,-0.083674429
0.5489,0.072945325
0.6516,0.083469694
0.0796,-0.171573214
0.4568,0.007942588
0.2698,-0.36767659
0.3288,0.077798584
0.4644,-0.093940813
0.744,0.19901352
0.517,0.064943898
0.6922,0.132090631
0.0388,0.183923205
0.7744,0.165416651
0.6488,0.08547965
0.37,-0.126305158
0.6126,-0.111045987
0.3501,-0.092547557
0.3216,-0.082502011
0.7695,0.206035942
0.7533,0.1159792
0.2566,0.184423258
0.2503,0.171255722
0.1646,-0.011090173
0.117,0.074947534
0.2413,-0.10175415
0.155,0.079438673
0.3597,-0.182556133
0.6521,0.160900847
0.1185,0.135257914
0.6686,0.197702746
0.8793,0.45632962
0.4582,0.031135811
0.0014,-0.007565604
0.0095,-0.070677899
0.8711,0.376202601
0.3958,-0.128611613
0.4481,0.02617271
0.4485,0.088148401
0.5212,-0.052851806
0.7081,0.054467903
0.991,0.427704199
0.488,0.05184159
0.8895,0.392654733
0.1059,-0.076708087
0.2251,0.105498377
0.4033,0.018451239
0.6841,0.129302586
0.4683,-0.092373033
0.4902,0.056683428
0.5287,0.02330839
0.9134,0.447129152
0.7266,0.161779704
0.0345,-0.017222063
0.4435,-0.060419803
0.0222,0.095862709
0.5193,0.003666859
0.526,0.014356732
0.6403,-0.011928369
0.6677,0.281874954
0.1878,0.088312649
0.3692,0.027112154
0.4034,-0.04287364
0.0535,0.02524381
0.2659,-0.011813845
0.7842,0.02962038
0.5481,-0.00107084
0.612,0.086533001
0.1747,-0.117026502
0.4348,-0.056453934
0.2979,-0.169504815
0.3407,-0.085803806
0.6577,0.180720229
0.9611,0.546888728
0.2928,0.030265681
0.9473,0.587065942
0.1421,-0.110727409
0.2005,0.092557242
0.7242,0.231008758
0.6543,0.01578777
0.7325,0.181876015
0.8401,0.483761583
0.4013,-0.207333577
0.9534,0.411894165
0.7525,0.126459526
0.8256,0.176747056
0.4161,-0.233616895
0.8149,0.108261421
0.9019,0.348963087
0.9217,0.431409682
0.3001,-0.090776046
0.0492,0.026035549
0.9988,0.557492115
0.9541,0.442817624
0.5668,-0.04478938
0.1961,0.032562993
0.0519,0.175954088
0.8054,0.24781184
0.0874,0.060072696
0.6089,0.040109047
0.5743,-0.089354631
0.0376,-0.097073268
0.4792,0.007160503
0.5029,-0.012830706
0.7386,0.206954601
0.6202,0.104976552
0.2074,-0.12900054
0.3421,0.006432396
0.5438,-0.100498916
0.4781,0.063303215
0.2688,-0.197449536
0.6354,0.042751533
0.8909,0.382596666
0.6619,-0.008830682
0.4967,0.125102238
0.5727,-0.028764083
0.2737,-0.173368154
0.6643,-0.104442075
0.1413,0.158317692
0.6072,0.17146125
0.4995,-0.165152737
0.2981,-0.046954768
0.5496,0.151105798
0.2815,0.01519367
0.9359,0.506019935
0.9029,0.499048304
0.3119,-0.00350751
0.5562,0.05625449
0.1107,0.105850167
0.9555,0.397590602
0.874,0.526450872
0.7909,0.215026889
0.0961,-0.021748774
0.9654,0.367507663
0.913,0.456854773
0.6193,0.159375639
0.3105,-0.008101369
0.3422,-0.012137092
0.1641,-0.080906504
0.0385,0.087449174
0.5037,-0.033365245
0.5145,-0.114488824
0.3653,-0.029396535
0.0045,-0.06709531
0.4007,0.094361433
0.6157,-0.006050195
0.6546,-0.134459615
0.8572,0.302304216
0.849,0.538906054
0.6055,0.081870489
0.9013,0.480241729
0.087,-0.018495783
0.9731,0.78469549
0.6834,0.066830929
0.8409,0.493353628
0.0649,0.042317761
0.5586,0.126890632
0.2734,-0.068621912
0.3002,-0.043613786
0.7124,0.1391577
0.2171,-0.1440698
0.9647,0.595846383
0.4764,-0.066353778
0.576,-0.057042746
0.6745,-0.002514161
0.9104,0.504178725
0.2899,0.06039344
0.6008,-0.026700297
0.647,0.037268721
0.5649,-0.173951076
0.9439,0.691394644
0.6064,0.176614265
0.2496,-0.028593293
0.0318,-0.004861439
0.3537,0.103153293
0.8415,0.327282098
0.1563,-0.093373846
0.9506,0.467938246
0.841,0.298529531
0.1746,-0.123718262
0.2505,-0.029599171
0.4672,0.029264069
0.4571,0.010657409
0.862,0.399143667
0.0067,-0.153227119
0.8108,0.172093002
0.9701,0.51922412
0.8354,0.281941588
0.725,0.037059722
0.8945,0.455430053
0.5524,-0.007446339
0.2922,-0.02129236
0.2593,-0.097403985
0.1132,0.020787724
0.4044,-0.010558656
0.3114,0.07492124
0.8574,0.253160255
0.3941,-0.034294332
0.0594,-0.061693536
0.8251,0.274592346
0.8126,0.276974602
0.7243,0.217148043
0.4937,0.029774222
0.686,0.231606869
0.3156,-0.071746287
0.3186,0.031894722
0.1089,-0.059296101
0.2011,0.125560992
0.6845,0.103241085
0.0423,-0.014504395
0.9414,0.498566206
0.2392,0.032379861
0.8988,0.442345486
0.5475,0.081541615
0.0788,-0.191822245
0.1291,0.185510085
0.7133,0.345401542
0.0373,0.045710433
0.8436,0.326219008
0.0369,0.01216205
0.3815,-0.082142496
0.8567,0.289718697
0.3809,-0.048769327
0.0754,-0.077487951
0.7944,0.188273379
0.4028,0.008769979
0.2136,-0.13015568
0.1687,-0.047086147
0.4503,0.208292989
0.1266,0.090586502
0.6458,-0.052594325
0.272,-0.121963896
0.7669,0.231615057
0.9577,0.486463096
9.00E-04,0.002484683
0.7069,0.198796962
0.7869,0.357814825
0.0595,-0.007080093
0.1513,-0.02484634
0.9289,0.435684201
0.4815,-0.166115031
0.1949,-0.021097342
0.7497,0.283869603
0.5032,0.074875319
0.7796,0.313686443
0.6534,0.090141699
0.7016,0.149660381
0.5018,-0.150400786
0.1923,-0.040009973
0.377,-0.123512013
0.3443,-0.061665684
0.3995,-0.139855252
0.0083,-0.027972298
0.101,0.052148488
0.9794,0.764851456
0.6787,0.005979142
0.8122,0.100196226
0.9201,0.492355273
0.3966,-0.06086451
0.825,0.188781062
0.3574,-0.027923891
0.4717,-0.17755687
0.8664,0.348421577
0.0178,-0.10476241
0.0058,-0.063061144
0.6767,0.090717912
0.6774,0.011506483
0.3625,-0.04613793
0.8121,0.440103887
0.4865,-0.051496314
0.2513,0.038531295
0.9724,0.634364012
0.9123,0.526525786
0.3212,0.099683436
0.7086,0.048810748
0.8924,0.312995217
0.6848,0.020989413
0.903,0.467951021
0.979,0.436313705
0.3877,-0.129336399
0.0501,0.084045995
0.7027,0.177240871
0.0295,-0.082166322
0.109,0.076782195
0.6895,0.062855449
0.0765,0.00761888
0.098,-0.02354084
0.8878,0.380105154
0.313,0.002959206
0.6011,-0.127862003
0.2831,-0.027366963
0.6991,0.161595137
0.8946,0.39540091
0.9936,0.619284669
0.8291,0.358961452
0.1679,-0.106998577
0.9681,0.52172357
0.0348,-0.269118627
0.4042,-0.089869323
0.5246,-0.064547788
0.0517,0.067723889
0.8208,0.166281325
0.1444,-0.046032764
0.6899,0.021127083
0.4254,0.182911304
0.5385,0.067344199
0.687,0.008235136
0.383,0.226533151
0.5483,0.143874273
0.1614,0.056332845
0.7418,0.139596848
0.5445,-0.00444851
0.0422,0.108012156
0.8516,0.393725176
0.2546,-0.117418519
0.9059,0.446230722
0.6225,-0.036647447
0.3985,0.10531638
0.1017,-0.002221503
0.091,-0.125732309
0.3539,-0.086434131
0.003,0.033698517
0.5426,0.048171082
0.221,-0.029158524
0.0114,0.082160678
0.2314,-0.008964361
0.5608,-0.098598925
0.4216,-0.181020116
0.3486,0.068317929
0.4285,0.05871291
0.4863,0.155485898
0.9218,0.425658407
0.5334,-0.033185507
0.9467,0.520200011
0.1385,0.105197474
0.8846,0.30607061
0.7485,0.170853204
0.5523,-0.087956049
0.8812,0.498123391
0.3487,-0.107628382
0.8499,0.434078427
0.6863,0.094517883
0.3019,-0.123654807
0.7442,0.169688597
0.1087,0.178588071
0.5949,0.012436562
0.9839,0.548227378
0.1225,-0.022955606
0.5034,-0.208576929
0.6928,0.088603308
0.0122,0.05475663
0.5745,0.075921484
0.468,-0.169540337
0.5825,-0.084239844
0.318,0.014870588
0.811,0.238031613
0.3799,-0.090102476
0.0249,-0.128994867
0.7379,0.24210743
0.3854,0.045598456
0.7232,0.104330646
0.9458,0.520185327
0.9901,0.670885275
0.7036,0.120149523
0.9769,0.563886739
0.393,0.027615323
0.9632,0.732774138
0.4654,0.063321928
0.5669,0.028853209
0.5486,0.000883273
0.8041,0.206217645
0.0727,0.035656002
0.0729,-0.003197728
0.5656,-0.018144186
0.8716,0.430081463
0.8405,0.246459219
0.9161,0.543536496
0.9369,0.471644387
0.1851,-0.047805076
0.3875,-0.004565549
0.05,-0.038719726
0.8066,0.372220451
0.0859,-0.075796119
0.8774,0.334322912
0.3929,-0.095752869
0.0075,0.066047284
0.7841,0.384325494
0.5951,-0.063461531
0.9504,0.6882729
0.3093,-0.137614198
0.769,0.350053077
0.8963,0.334253113
0.0161,-0.040839252
0.6499,0.184190154
0.6002,-0.049473723
0.9593,0.524081298
0.032,-0.152175943
0.5214,0.0430514
0.9925,0.558466936
0.6933,0.235398922
0.0855,-0.112573577
0.0673,-0.039638394
0.0823,-0.114397521
0.0736,-0.179853651
0.2287,-0.009094373
0.9456,0.59126489
0.4311,0.03010559
0.5927,-0.051485343
0.7737,0.314889539
0.4206,0.018199833
0.2288,-0.030983493
0.562,-0.004274086
0.795,0.338249798
0.2975,-0.200685801
0.6515,0.009773491
0.2739,-0.170471221
0.9793,0.430881892
0.4221,-0.028599091
0.6648,0.061791894
0.8083,0.397352064
0.5588,-0.018130371
0.0299,-0.020308695
0.3859,-0.088489371
0.2619,-0.174150933
0.8864,0.203596582
0.1212,-0.115878149
0.0697,-0.003906622
0.8784,0.415010206
0.3457,-0.009749924
0.6656,-0.051737331
0.3615,0.005327102
0.4904,-0.086582542
0.8164,0.17617363
0.231,-0.012960559
0.8661,0.390609946
0.4963,2.09E-05
0.8704,0.36593349
0.189,0.005337373
0.5194,-0.005951638
0.4992,-0.049740131
0.1791,0.096796215
0.9,0.332741481
0.0985,-0.00377719
0.5722,-0.093618229
0.9779,0.504899801
0.0081,-0.077379688
0.9928,0.546889939
0.304,-0.13656909
0.8653,0.305489694
0.3148,0.078020715
0.2472,0.072866725
0.4667,-0.030370741
0.6305,0.008540554
0.2139,-0.040336021
0.4309,-0.011765779
0.5061,-0.010785611
0.2215,0.05028097
0.7126,0.114195561
0.8497,0.354267209
0.4605,0.004463715
0.3868,0.018020086
0.0415,0.121616751
0.7822,0.313256109
0.6562,0.086371235
0.7273,0.214640341
0.8342,0.162466036
0.7258,-0.055659801
0.0568,0.072964708
0.4908,0.06684811
0.8313,0.310730494
0.9707,0.581821623
0.5812,-0.013865854
0.2929,-0.151968942
0.886,0.437339517
0.3672,-0.070664963
0.5204,-0.094963301
0.5527,-0.094341576
0.2433,-0.291871008
0.4645,-0.145849792
0.4517,0.122458288
0.3394,0.01903537
0.8856,0.381334537
0.2679,-0.038673185
0.8031,0.236795003
0.5539,0.134872066
0.8926,0.331840789
0.3765,-0.106813583
0.5035,-0.025669034
0.8477,0.309614621
0.9345,0.416257268
0.7857,0.421084203
0.0584,-0.055155563
0.7597,0.133868469
0.5404,-0.064246208
0.2098,0.011917696
0.0454,-0.076673863
0.999,0.62279183
0.6965,0.26429069
0.4328,0.01841391
0.398,-0.178950032
0.337,-0.05798676
0.6923,0.083829665
0.5638,0.19579172
0.534,-0.051959279
0.0038,0.023848215
0.6999,0.177353398
0.5116,-0.002735461
0.3954,0.055254619
0.689,-0.064213238
0.7469,0.192689213
0.5309,-0.112414216
0.2297,-0.141105345
0.6512,-0.09104068
0.0163,-0.0138407
0.6191,0.05841739
0.845,0.102924016
0.9765,0.547407137
0.5467,-0.192332193
0.515,0.003217802
0.9443,0.527881091
0.4841,-0.114320107
0.6113,0.008173273
0.8327,0.243524584
0.3343,0.163330413
0.8124,0.375304156
0.65,0.135828354
0.6766,0.096937909
0.7586,0.055132077
0.5584,0.045124496
0.8014,0.27155406
0.9824,0.570123355
0.9582,0.432630119
0.3127,0.054249002
0.1557,-0.203733013
0.598,-0.076504441
0.7214,0.2404646
0.5578,0.084153366
0.0953,-0.073811481
0.7327,0.147857779
0.3285,-0.035575209
0.4573,-0.036758955
0.3338,-0.063558273
0.6567,-0.044858289
0.6341,0.059914024
0.1287,-0.04209493
0.6815,-0.039000519
0.4479,0.109909482
0.7265,0.090759235
0.2093,-0.043403328
0.104,0.033677557
0.7887,5.30E-05
0.9692,0.663203741
0.6585,0.154242834
0.6696,0.061294645
0.5529,-0.031504588
0.9705,0.608495051
0.9833,0.683953074
0.7936,0.160197115
0.1003,-0.012330992
0.809,0.282084175
0.6244,-0.023241128
0.4857,0.113675759
0.6919,-0.079121969
0.6527,0.147707208
0.6914,0.056103863
0.5423,-0.252905125
0.1726,0.085677936
0.4077,-0.191444134
0.6839,0.069012655
0.7805,0.293210031
0.2895,0.124183813
0.1775,0.037685836
0.8025,0.387071723
0.8967,0.402490655
0.9152,0.335970159
0.9291,0.363985537
0.5771,0.10253443
0.8214,0.250619529
0.3662,-0.158715151
0.4072,-0.001569343
0.213,0.090843117
0.0089,0.028995405
0.7234,0.059828635
0.9798,0.514847765
0.0339,-0.110736428
0.6158,-0.028178074
0.3977,0.010122362
0.7932,0.151202872
0.1891,-0.092598743
0.4022,-0.038557716
0.1468,-0.1865075
0.1167,0.0896478
0.3736,0.049362928
0.4223,-0.109388927
0.9521,0.459242549
0.5425,-0.066625634
0.5988,0.033759011
0.4856,0.071286041
0.3031,0.109058426
0.2556,-0.034600228
0.2626,0.051495694
0.3561,-0.103847352
0.5971,-0.070217187
0.5078,-0.205618876
0.4004,-0.148301823
0.3757,0.033509158
0.2882,-0.084202626
0.4469,-0.047003947
0.8994,0.547779773
0.2542,0.0149116
0.0786,0.053587618
0.7113,0.109692174
0.9802,0.381619241
0.8456,0.206461981
0.0549,-0.038626479
0.6056,-0.039109488
0.4291,-0.081917334
0.7784,0.295153753
0.6641,0.020489519
0.511,-0.165676758
0.2864,-0.051832198
0.5031,0.017009601
0.6297,-0.05631418
0.9348,0.575304125
0.2639,-0.168935111
0.275,0.07422166
0.0563,0.020994203
0.9702,0.572536299
0.824,0.175628811
0.346,-0.012881836
0.5751,-0.166239076
0.4731,-0.051145393
0.1497,0.202509092
0.4989,-0.005947148
0.8144,0.013222049
0.8293,0.164450263
0.3567,-0.175064842
0.8868,0.297351584
0.8524,0.138521387
0.7989,0.283228646
0.967,0.525362055
0.9376,0.393688629
0.6472,-0.177807431
0.3128,-0.117226155
0.8378,0.408235111
0.677,-0.132633795
0.6267,-0.093414573
0.8689,0.312070399
0.5813,-0.103057419
0.1847,-0.066291993
0.9047,0.321933267
0.9156,0.454547026
0.7765,0.2605822
0.2701,0.10192423
0.4124,-0.104836873
0.9945,0.533876204
0.669,0.080274938
0.5413,-0.118176888
0.9993,0.49321047
0.0026,0.057568838
0.7972,0.389768365
0.8053,0.338455223
0.4914,0.068321162
0.344,-0.027836562
0.1917,-0.084982683
0.1836,-0.148810829
0.6295,0.040180934
0.444,0.101109013
0.8399,0.424864487
0.9836,0.43399112
0.771,0.162805217
0.3948,-0.082793411
0.0304,-0.027842502
0.5912,-0.066906059
0.1446,0.080271668
0.3106,-0.00017381
0.3398,-0.058032062
0.6688,-0.047021854
0.7754,0.329927904
0.164,-0.134382352
0.1955,0.142738107
0.9066,0.510690225
0.532,-0.048584824
0.5369,-0.02365818
0.5134,0.047790458
0.6111,0.076364173
0.9951,0.599042077
0.9498,0.464440776
0.5694,-0.018783422
0.8914,0.357431072
0.0179,-0.202238689
0.1442,-0.029969376
0.5363,-0.003018661
0.4858,-0.191441496
0.428,0.132022703
0.9256,0.42440967
0.9142,0.405530417
0.4477,-0.196388844
0.2868,0.110698689
0.7135,0.053890101
0.214,-0.108297169
0.5882,-0.016320915
0.7925,0.26636508
0.0811,-0.024016418
0.469,-0.235408168
0.4024,0.186821741
0.0334,0.099901727
0.2273,-0.196366428
0.6186,-0.090087388
0.1574,-0.038917451
0.2589,-0.068566528
0.2958,-0.079600985
0.2608,0.016884604
0.7189,0.143767029
0.9998,0.761825659
0.7018,0.026923091
0.3057,-0.236206601
0.2878,0.111263995
0.1508,-0.072270762
0.3763,-0.033341941
0.9433,0.392436029
0.5555,-0.150777504
0.9872,0.795416729
0.6279,0.057125441
0.3506,0.066728791
0.6912,0.223717504
0.3382,0.016445555
0.9869,0.656509188
0.3385,0.034545098
0.4722,-0.128457461
0.8825,0.367803599
0.1341,-0.064627263
0.8253,0.267054568
0.3622,0.05393173
0.6702,0.172934286
0.9638,0.664519704
0.8717,0.383702266
0.6716,0.16447461
0.09,0.257867866
0.2461,-0.178065849
0.8832,0.484947496
0.1103,-0.124326282
0.5185,-0.133373913
0.8904,0.225482938
0.6105,0.132586441
0.2983,-0.037038767
0.3563,-0.153151967
0.9322,0.44733851
0.7504,0.027869099
0.4061,-0.049325778
0.7317,0.105211946
0.1368,-0.17784114
0.169,-0.019250522
0.9238,0.643364232
0.8827,0.367066945
0.9912,0.563340584
0.921,0.535251182
0.1231,-0.079344762
0.8125,0.17620899
0.1555,0.189177642
0.6206,-0.043016776
0.9053,0.246478029
0.4556,0.08011248
0.5855,0.019258768
0.8612,0.500433708
0.69,-0.040890719
0.8561,0.322975737
0.2369,-0.015824471
0.1208,0.030601989
0.2291,-0.121087599
0.9403,0.594390959
0.401,-0.13676411
0.7349,0.196460668
0.7095,0.23638319
0.253,-0.060251191
0.3294,-0.23045419
0.3276,-0.127611191
0.7867,0.080333423
0.7769,0.154709248
0.9959,0.53151928
0.0572,0.074811634
0.5617,0.069673762
0.7322,0.184021236
0.1738,-0.060716718
0.266,-0.058654089
0.8558,0.04867
0.6566,-0.010810382
0.7511,0.448674816
0.1195,-0.132058372
0.527,0.16997563
0.2465,-0.084487538
0.966,0.588171299
0.5674,0.115396677
0.4129,0.026223403
0.4555,0.028222497
0.6959,0.143712941
0.5272,0.04467568
0.2997,0.044921896
0.0926,0.088206498
0.2178,0.063270987
0.1105,-0.027066498
0.3572,-0.130074085
0.5731,-0.066740931
0.3412,-0.104218826
0.438,-0.177068384
0.4117,-0.046191945
0.59,-0.135786813
0.6253,0.090383273
0.1357,0.026362018
0.8886,0.363593558
0.1412,-0.098036288
0.7094,0.12352511
0.9282,0.654371229
0.3776,-0.038769324
0.2708,-0.003119887
0.6943,-0.07458339
0.1162,-0.141611731
0.1331,0.15527136
0.8592,0.330984976
0.5473,-0.014268482
0.1781,0.058663897
0.9065,0.491587383
0.6713,0.174610493
0.7866,0.189336065
0.9774,0.492439583
0.0534,0.017158474
0.6908,0.094706823
0.2771,-0.100491416
0.2426,-0.155844751
0.8295,0.447520176
0.7103,0.214815712
0.224,0.244315622
0.3852,-0.129518346
0.8471,0.431219752
0.2481,-0.123480649
0.7475,0.27031078
0.4229,0.145473754
0.095,-0.19393555
0.6182,-0.037533606
0.7962,0.29277027
0.0989,0.075567372
0.0814,-0.033809012
0.9953,0.581356324
0.8587,0.537498852
0.3035,-0.070800009
0.6344,0.114494829
0.646,-0.059494893
0.5084,0.082347471
0.7756,0.09617062
0.3103,0.097855138
0.6756,-0.047210816
0.2046,-0.061463605
0.9428,0.567441932
0.8631,0.421788875
0.4111,-0.02542165
0.638,0.051493285
0.89,0.276357631
0.4234,-0.015464125
0.9464,0.587915631
0.7657,0.11623148
0.9034,0.576070678
0.6811,0.142190441
0.0186,0.080408907
0.2501,-0.161448615
0.6633,-0.066905413
0.8367,0.365632611
0.7641,0.15129962
0.8513,0.350267457
0.2782,-0.079538002
0.6869,0.077037621
0.7179,0.253266153
0.7127,0.08850748
0.4673,0.009096593
0.6207,0.114707201
0.3723,-0.133493453
0.1312,-0.042389213
0.5059,0.19279615
0.0795,0.01457641
0.8843,0.400251911
0.2842,-0.121422923
0.2123,0.114322415
0.1716,-0.006460552
0.6389,0.131269062
0.7462,0.041513668
0.448,0.079332507
0.261,-0.143987531
0.0849,0.055125864
0.0785,-0.101163347
0.6627,-0.024310668
0.4086,-0.011825523
0.6402,0.162814803
0.796,0.291196212
0.5807,0.039021643
0.4158,-0.042473507
0.3935,-0.047580551
0.9146,0.552844442
0.4242,0.043071717
0.7078,-0.044343322
0.6604,0.026188371
0.5366,-0.130502691
0.1749,0.071765238
0.9874,0.619921514
0.4292,-0.028926821
0.2261,-0.061000327
0.2601,-0.088053106
0.8743,0.39387488
0.8551,0.254688019
0.3377,0.004619674
0.4177,-0.212573417
0.5934,0.092288608
0.571,-0.153831921
0.0645,-0.042196948
0.3309,-0.158633904
0.1927,-0.094801966
0.9533,0.418969725
0.8622,0.155489378
0.0759,0.009732353
0.1765,-0.151854937
0.6115,0.048448698
0.8801,0.28380856
0.2126,-0.025410291
0.3576,-0.003292583
0.0357,0.072363423
0.0404,0.019943766
0.1262,0.120195595
0.9372,0.427230424
0.2772,-0.149910034
0.1838,-0.133644377
0.9686,0.580948749
0.6432,-0.047690685
0.6351,0.05450935
0.2474,0.073790668
0.408,-0.070552493
0.5391,0.094867988
0.5598,-0.111626912
0.2822,0.090080994
0.6907,0.181832216
0.0285,-0.11598582
0.0187,0.074053637
0.8738,0.396637892
0.5381,-0.24205505
0.0896,0.187301589
0.8008,0.109776235
0.7694,0.290049343
0.3123,-0.03448806
0.573,0.061266801
0.6114,-0.026720056
0.4371,-0.085866756
0.3126,-0.079534205
0.2007,0.086624031
0.2859,-0.083442234
0.8543,0.293385942
0.8016,0.296090626
0.5657,-0.038085033
0.2227,-0.159718541
0.3641,-0.182610836
0.3116,-0.148724373
0.2359,-0.017321392
0.3014,-0.066638582
0.6865,0.18711612
0.2043,0.036299972
0.5378,-0.030068392
0.4894,-0.102010782
0.9451,0.34281996
0.7757,0.088961748
0.9866,0.611922477
0.8411,0.425873367
0.823,0.05655396
0.5417,0.06119685
0.9203,0.364541356
0.0077,-0.014079662
0.5469,-0.056073488
0.634,0.042302922
0.7316,0.28874377
0.0806,-0.037113065
0.9045,0.267756838
0.7631,0.183219383
0.8554,0.218850955
0.4929,0.008038498
0.9011,0.386603312
0.6487,0.09867945
0.5773,0.059670789
0.6492,0.058757159
0.2872,0.000558978
0.0624,-0.014600479
0.2095,0.012839557
0.5883,0.041424812
0.9914,0.528907609
0.4113,-0.27552808
0.5959,-0.127926741
0.7786,0.11817772
0.9312,0.475631454
0.7097,0.105764557
0.2578,-0.093228789
0.3636,-0.105423817
0.6242,0.01897669
0.1033,-0.024521407
0.0262,0.010670878
